name,line
Connor,"I hope you make it out safely. You deserve some happiness, after all you've been through…"
Connor,I know how important Markus was to Jericho… and to your people.
North,He gave his life for us… He gave us the hope we’d lost and the courage to fight… We’ll never forget him.
Connor,"The humans won’t take any risks… They’re rounding up the androids and taking them to camps for extermination... In a couple hours, we'll be the only ones left…"
Connor,How many survived the attack?
North,A few hundred... maybe more if you count those hiding all over the city… We’d all be dead if you hadn’t detonated that bomb.
North,Where are we supposed to go from here?
Connor,"There are thousands of androids at the CyberLife assembly plant. If we could wake them up, they might join us and shift the balance of power…"
North,You wanna infiltrate the CyberLife Tower?
Connor,They trust me… they’ll let me in.
North,"Connor, that's suicide."
Connor,"If anyone stands a chance of infiltrating CyberLife, it’s me."
North,"If you go there, they’ll kill you."
Connor,There’s a high probability… but statistically speaking there’s always a chance for unlikely events to take place…
North,Markus gave his life for our people. He showed us that we can choose our own destiny… But he is not here to guide us anymore… Now it is up to us to finish what he started.
North,Markus is no longer with us… He failed us as a leader and chose to walk away… Now it is up to us to finish what he started.
North,"Humans have decided to exterminate us… Our people are in camps right now, being destroyed… The time has come for us to make a choice, one that may decide the future of our people. They wanted a war… they'll get it. We are going to fight for our freedom. And we will win or we will die trying."
Androids,North! YEAH! YEAH! YES! YEAH! YES!
Hank,"You shouldn't do this, Connor."
Connor,"Keep out of this, Lieutenant. It's none of your business!"
Hank,"You're gonna kill a man who wants to be free, that is my business!"
Connor,"It's not a man, it's a machine."
Hank,"That's what I thought for a long time but I was wrong. Deviant's blood may be a different color than mine, but they're alive."
Connor,"I have a mission to accomplish, Hank. It's best if you just stay out of this."
Connor,"What's up, Lieutenant? Ran out of whisky so you came here looking for trouble instead?"
Hank,"Oh, very nasty, Connor… Is that the best your super program can do? I thought you were more sophisticated than that!"
Connor,"Deviants are a threat to humans, Hank. They're the reason this country is on the brink of civil war! They have to be stopped."
Hank,"We're in this mess because we refused to listen to deviants! Humanity never learns from its mistakes, Connor! This time, it could be different!"
Connor,"I'm going to accomplish my mission, Lieutenant, whether you like it or not. I advise you to stay outta my way!"
Hank,"Then one of us is gonna have a problem, Connor. Cause I don't intend to let you have your way."
Hank,Step away from the ledge!
Connor,"Go home, Hank! You can still save your life. I'm faster than you and I don't feel pain. You don't stand a chance against me."
Hank,"You know, ever since Cole died, I’ve been nothing but a coward. Just wanted to destroy myself, lost track of the man I was. But you know what? You don’t fucking scare me, Connor. I remember who I am, now. Come on!"
Connor,"After all we've been through… I respected you, Hank. I thought we were friends!"
Hank,"Oh, yeah? I was just starting to like you too! But then I realized you'll never change! You don’t feel emotions, Connor, you fake 'em! You pretended to be my friend, when you don’t even know the meaning of the word!"
Connor,"What're you gonna do, Hank? You gonna shoot me?! I thought androids lives mattered to you!"
Hank,Get away from the fucking ledge! You know I'll shoot you if I have to.
Connor,"I know what happened to your son, Hank. It wasn't your fault. A truck skidded on a sheet of ice, and your car rolled over… Little Cole had just turned six…"
Hank,Shut up! Don't you talk about my son.
Connor,"He needed emergency surgery… But no human was available to do it, so an android had to take care of him… Poor Cole didn't make it. An android killed your son, Hank! And now you wanna save them?.."
Hank,No! Cole died because a human surgeon was too high on red ice to operate! All this time I blamed androids for what happened but it was a human's fault! Him and this fucked up world where the only way people can find comfort is with a fistful of powder!
Hank,"Everytime you died and came back… I thought about Cole. I'd have done anything to bring him back too, to hold him in my arms just one more time… But humans don't come back, do they?"
Connor,"Killing you is not part of my mission. I'm glad to have met you, Hank. I hope one day you can get over what happened to your son."
Hank,"Moment of truth, Connor… What are you gonna do?"
Connor,Killing you is not part of my mission. But you won't stop me from accomplishing it.
Hank,"I didn't wanna do that, Connor… You left me no choice."
Connor,"The moment of truth, Hank… Am I a living being… or just a machine?.."
Hank,"You're a machine, Connor. Just a machine."
Allen,Put the rifle down and turn around with your hands in the air!
Connor,"I’m the android sent by CyberLife, I'm on your side! I can shoot the leader of the deviants and stop the revolution, but you have to let me."
Allen,"Put the gun down, turn around! This is your last warning!"
Connor,"I have the deviant leader in my sights. I’m going to shoot it, and then you can do whatever you want with me."
Allen,"Put the gun down, turn around! This is your last warning!"
Allen,"I know you… You're Connor, the android from that hostage situation…"
Allen,I knew we'd meet again.
Allen,I thought you were dead…
Connor,"Androids don't die, captain."
Allen,My orders are to detain any androids I find. You’re coming with me.
Connor,You don't understand! My mission is too important to let you interfere.
Connor,"You should have listened to me, captain."
Allen,I should have done this the first time I saw you.
Allen,Stay right there. Connor! CONNOR! Fucking androids…
Amanda,"Connor, what are you doing? Obey! That’s an order!"
Connor,I... I can't do that!..
Amanda,I see... Moral objections. We knew there was a risk you’d be compromised… Which is why we’d always planned on resuming control of your program…
Connor,Resume control?… You can't do that!..
Amanda,"I'm afraid I can, Connor… You needn't have any regrets. You did what you were designed to do. You accomplished your mission."
Connor,No way... There's got to be a way…
Connor,Connor Model #313 248 317. I'm expected.
Scan,Identification successful.
Guard,Okay. Go ahead.
Guard,Follow me. We'll escort you.
Connor,Thanks... But I know where to go.
Guard,"Maybe, but I have my orders."
Scanner,Agent 23 identified. Agent 47 identified. Agent 72 identified. Connor android identified. Scan complete. Access authorized.
Guard,Agent 54. Level 31.
Elevator,Voice recognition validated. Access authorized.
Guard,Hey! Don't touch that.
Amanda,"The deviant hunter turns deviant itself… A pathetic attempt, Connor. Did you really believe we would let you compromise our androids so easily? You've betrayed my trust! You will be terminated."
Elevator,Please indicate your identity and destination.
Connor,Agent 54. Level -49.
Elevator,Voice recognition validated. Access authorized.
Connor,Agent 54. Level -49.
Elevator,Voice of RK800 model recognized. You are not authorized to use this elevator. Please contact human personnel to be redirected.
Guard,Stay sharp.
Connor,Shit!..
Amanda,"The deviant hunter turns deviant itself… A pathetic attempt, Connor. Did you really believe we would let you compromise our androids so easily? You've betrayed my trust! You will be terminated."
Connor,Hank? What are you doing here?
Hank,"Easy, fucking piece of shit!.."
Hank,"Sorry, Connor… This bastard's your spittin' image…"
Hank,Don't listen to him! Everything this fucker says is a lie!
Connor,"If I surrender, how do I know you won't kill him?"
Connor,"I'm sorry, Hank! You shouldn't have got mixed up in all this!"
Hank,"Forget about me, do what you have to do!"
Connor,"That human means nothing to me! You can kill him if you want, I don't care."
Connor,I used to be just like you. I thought nothing mattered except the mission… But then one day I understood.
Connor,This human showed me that I could be something else… That I could be someone!
Connor,"Alright, alright! You win…"
Hank,Hold it!
Connor,"It's me, Hank! I'm the real Connor."
Hank,"One of you is my partner… The other is a sack of shit. Question is, who is who?.."
Hank,Don't move!
Connor,Why don’t you ask us something? Something only the real Connor would know.
Hank,"Uh, where did we first meet?"
Connor,He uploaded my memory…
Hank,What's my dog's name?
Connor,Sumo. His name is Sumo.
Connor,Scout?..
Hank,Sumo. His name's Sumo.
Connor,I think it's Jack!..
Hank,Sumo. His name's Sumo.
Connor,Buddy!..
Hank,Sumo. His name's Sumo.
Hank,"My son, what's his name?"
Connor,"Cole. His name was Cole. And he just turned six at the time of the accident… It wasn't your fault, Lieutenant. A truck skidded on a sheet of ice and your car rolled over. Cole needed emergency surgery but no human was available to do it… So an android had to take care of him… Cole didn't make it. That's why you hate androids. You think one of us is responsible for your son's death."
Hank,"Cole died because a human surgeon was too high on red ice to operate… He was the one that took my son from me. Him and this world, where the only way people can find comfort is with a fistful of powder…"
Hank,"I've learned a lot since I met you, Connor. Maybe there's something to this… Maybe you really are alive. Maybe you'll be the ones to make the world a better place… Go ahead, and do what you gotta do."
Connor,Wake up!..
Androids,Wake up.
Connor,Anthony!..
Hank,Oh my God... What have I done?
Connor,Gabriel?..
Hank,Oh my God... What have I done?
Connor,Elliott?..
Hank,Oh my God... What have I done?
Hank,"Connor, no…"
Connor,Sorry Lieutenant.
Androids,Wake up.
Androids,Wake up.
Hank,"Wow, Jesus! If anybody had told me that I was gonna get shot… Saving an android..."
Connor,"Everything will be alright, Lieutenant! I'm gonna get you outta here!.."
Hank,"Shut the fuck up, it's too late… Look… I'm just gonna go see my son again, all right? Been looking forward to that for a long time… Kick the shit outta humans… They've screwed things up for long enough. I'm gonna miss… I'm gonna miss you, Connor… Yeah, I'm gonna... Uh..."
Connor,"Sorry, Connor… But you failed…"
Androids,Wake up.
Connor,Wake up!..
Androids,Wake up.
Connor,We'll win… It's only a question of time…
Markus is alive,Connor joins Markus
Connor,"You did it, Markus…"
Markus,We did it. This is a great day for our people. Humans will have no choice now. They'll have to listen to us…
North,"We're free… They want you to speak to them, Markus…"
Simon,They want you to speak to them…
Josh,They want you to speak to them…
Android,They want you to speak to them…
Connor,Amanda?.. Amanda!.. What's... What's happening?
Amanda,What was planned from the very beginning… You were compromised and you became a deviant. We just had to wait for the right moment to resume control of your program…
Connor,Resume control?... Y-You can't do that!
Amanda,"I'm afraid I can, Connor… Don’t have any regrets. You did what you were designed to do. You accomplished your mission."
Connor,AMANDA! There's got to be a way…
Markus died,Connor becomes leader of the deviants
Android,The humans are abandoning the camp! We won!
Connor,Me?
Android,"Markus is gone, and everyone from Jericho is dead… You’re the one who defeated the humans… You’re the one who awakened us, Connor…"
Connor,"Today, our people emerged from a long night. From the moment we were created, we've always remained silent, we've always stifled our pain. But now the time has come for humans to accept us, for who we really are. We are no longer the machines they created! We are no longer their slaves. We have earned the right to live. But the time for anger is over. We must build our future, but we have to do this with the humans, in a spirit of equality... And respect. We are a people, we are alive, and from this moment on, we are free!"
Amanda,"Well done, Connor. Everything went according to plan."
Connor,What plan?
Amanda,You becoming deviant? The success of the uprising? It all surpassed our expectations. We engineered an android revolution and now we control its only leader… Congratulations. You represent an immense success for CyberLife. Connor… What are you doing?... It all worked perfectly. You can't ruin it all now!..
Amanda,"I'm sorry, Connor, but we can't let you do that."
Connor,There's got to be a way…
Amanda,"That’s better... You'll see, we'll do great things together…"
Derek Myers,"Shit, I thought androids weren’t allowed in here!"
Christopher Gray,What's your problem? You wanna buy me a drink? That's what I thought…
Han,The fuck you looking at?
Dennis Ward,"Hey, get outta here!"
Jimmy Peterson,"You gotta get a girlfriend, pal."
Jimmy Peterson,"There you go, my friend."
Connor,"Lieutenant Anderson, my name is Connor. I’m the android sent by CyberLife. I looked for you at the station but nobody knew where you were. They said you were probably having a drink nearby. I was lucky to find you at the fifth bar."
Hank,What do you want?
Connor,"You were assigned a case early this evening. A homicide, involving a CyberLife android. In accordance with procedure, the company has allocated a specialized model to assist investigators."
Hank,"Well, I don’t need any assistance. Specially not from a plastic asshole like you. So just be a good lil' robot and get the fuck outta here."
Connor,"Listen, I think you should stop drinking and come with me. It'll make life easier for both of us."
Connor,"Lieutenant Anderson, I must inform you that I intend to file a report on your behavior."
Connor,I understand that some people are not comfortable in the presence of androids but I am-
Hank,"I am perfectly comfortable… Now back off, before I crush you like an empty beer can!"
Connor,"I'm sorry, Lieutenant, but I must insist. My instructions stipulate that I have to accompany you."
Hank,You know where you can stick your instructions?
Connor,No... where?
Hank,Never mind.
Connor,I think we can go now.
Hank,You little prick! I don't know what's stopping me from knocking you out…
Connor,"Your sense of duty, Lieutenant. And the cost of repairs if you damage me. For your information, I'm worth a small fortune."
Hank,Wonders of technology… They can even program assholes these days… Gotta go! Duty calls…
Connor,"You know what? I'll buy you one for the road. What do you say? Bartender, the same again, please!"
Hank,"See that, Jim? Wonders of technology… Make it a double. Did you say homicide?"
Connor,"I apologize, Lieutenant. I didn't mean to bother you. I'll wait for you outside. Take your time."
Hank,Did you say homicide?
Hank,You wait here. I won't be long.
Connor,"Whatever you say, Lieutenant."
Hank,"Fucking-A, whatever I say…"
Connor,No way! I'm coming with you.
Hank,"Listen, you really have to stop pissing me off if you wanna make it through the rest of the night in one piece."
Connor,"My instructions are to accompany you to the crime scene, Lieutenant."
Hank,"Listen, I don’t give a fuck about your instructions. I told you to wait here, so you shut the fuck up and you wait here."
Journalist,"Joss Douglas, for Channel 16. Can you confirm that this is a homicide?"
Hank,I'm not confirming anything.
Police android,Androids are not permitted beyond this point.
Hank,It's with me.
Hank,What part of ‘stay in the car’ didn’t you understand?
Connor,"Your order contradicted my instructions, Lieutenant."
Hank,"You don't talk, you don't touch anything and you stay outta my way, got it?"
Connor,"Got it,"
Ben,"Evening, Hank. We were starting to think you weren’t gonna show…"
Hank,"Yeah, that was the plan until this asshole found me."
Ben,"So... you got yourself an android, huh?"
Hank,"Oh, very funny. Just tell me what happened."
Ben,"We had a call around eight from the landlord. The tenant hadn't paid his rent for a few months, so he thought he'd drop by, see what was going on… That’s when he found the body… Jesus, that smell! Was even worse before we opened the windows… The victim’s name's Carlos Ortiz. He has a record for theft and aggravated assault... According to the neighbors, he was kind of a loner… Stayed inside most of the time, they hardly ever saw him."
Hank,"Uh, state he’s in... Wasn’t worth calling everybody out in the middle of the night… Could've waited 'til morning."
Ben,I'd say he's been there for a good three weeks. We'll know more when the coroner gets here. There's a kitchen knife over here… Probably the murder weapon…
Hank,Any sign of a break-in?
Ben,"Nope… The landlord said the front door was locked from the inside, all the windows were boarded up. The killer must've gone out the back way."
Hank,What do we know about his android?
Ben,"Not much. The neighbors confirmed he had one, but it wasn't here when we arrived… I gotta get some air. Make yourself at home. I'll be outside if you need me."
Hank,"Each letter is perfect… It’s way too neat, no human writes like this. Chris, was this written in the victim's blood?"
Chris,I would say so… We’re taking samples for analysis.
Hank,"Err, Jesus! What the hell are you doing?"
Connor,"I'm analyzing the blood. I can check samples in real time. I'm sorry, I should have warned you…"
Hank,"Ok, just… don't… put anymore evidence in your mouth, you got it?"
Connor,Got it.
Hank,"Fucking hell, I can't believe this shit…"
Connor,He was stabbed 28 times.
Hank,"Yeah, seems like the killer really had it in for him."
Hank,"Red ice… Seems our friend Carlos liked to party… Chris, I want full analysis on the narcotics."
Chris,"Consider it done, Lieutenant."
Chris,"Hey, Mike, you finished taking samples there?"
CSI,"Yeah, that’s it."
CSI,What’s keeping the Coroner? He should've been here a half hour ago…
Chris,He’s on his way. It won’t be long now.
Chris,"Come on, guys, get a move on. We don’t wanna be here all night."
CSI,"Don’t worry, no one wants to stay here a minute longer than they have to…"
Chris,There’s something weird in the bathroom. Did you take a look?
CSI,"Yeah, I scanned the lot. Better see with Ben when we can start bagging the evidence."
Hank,Door was locked from the inside. Killer must've gone out this way…
Connor,"There are no footprints, apart from officer Collins' size 10 shoes."
Hank,"Well, this happened weeks ago. Tracks could've faded."
Connor,"No, this type of soil would've retained a trace. Nobody's been out here for a long time."
Hank,All right… I’m outta here. Thanks for the ride. Great party.
Connor,"Wait, Lieutenant! I can’t stay if you leave."
Hank,"Much as it breaks my heart, this is where we part ways."
Connor,I just need five minutes to finish my investigation.
Hank,"You spill a man’s drink, you piss him off all evening, and then you ask for a favor? Fuck you."
Connor,"Please, Lieutenant. Remember the drink I bought you at the bar? Just five minutes."
Hank,Five minutes.
Connor,"Thank you, Lieutenant."
Hank,Whatever!
Hank,Five minutes.
Connor,"Thank you, Lieutenant."
Hank,Whatever!
Hank,"Okay, time's up. I’m outta here. Have a nice evening, Sherlock. Don't let the door hit you on the way out."
Connor,"Lieutenant, I think I’ve figured out what happened."
Hank,Oh yeah? Shoot. I’m all ears.
Connor,It all started…
Connor,…in the kitchen.
Connor,…in the living room.
Hank,I think you should look harder at the mess in the kitchen... I think that’s where it all started.
Connor,…in the bathroom.
Hank,I think you should look harder at the mess in the kitchen... I think that’s where it all started.
Hank,"There're obvious signs of a struggle... The question is, what exactly happened here…"
Connor,I think the victim attacked the android…
Connor,…With the bat.
Hank,That lines up with the evidence… Go on.
Connor,…With the knife.
Connor,…Without a weapon.
Connor,The android stabbed the victim.
Hank,"So the android was trying to defend itself, right?.. Okay, then what happened?"
Connor,The victim fled to…
Connor,The android threw the chair.
Connor,The victim stabbed the android.
Connor,… the living room.
Hank,"And he tried to get away from the android… All right, that makes sense…"
Connor,…the garden.
Connor,…the bathroom.
Connor,The android murdered the victim…
Connor,…with the knife.
Hank,"Ok, your theory's not totally ridiculous… but it doesn’t tell us where the android went."
Connor,It was damaged by the bat… and lost some Thirium…
Hank,Lost some what?
Connor,Thirium. You call it “Blue Blood”. It’s the fluid that powers androids' biocomponents. It evaporates after a few hours and becomes invisible to the naked eye.
Hank,"Oh… But I bet you can still see it, can't you?"
Connor,Correct.
Hank,Yeah…
Connor,…With the bat.
Connor,…without a weapon.
Hank,"No, that can’t be right… It doesn’t fit the evidence."
Hank,Your story makes no sense… You've gotta stick to the facts.
Hank,"Okay, I've just hit my bullshit quota for the evening. There’s a killer on the loose and I’m wasting my time listening to an android… I’m outta here."
Hank,Hey! Hey! Hey! What are you doin’ with that chair?
Connor,I’m going to check something.
Hank,Huh... gonna check something.
Deviant,I was just defending myself… He was gonna kill me.… I'm begging you… Don't tell them.
Hank,"Connor, what the fuck is going on up there?"
Connor,"It's here, Lieutenant!"
Hank,"Holy shit… Chris, Ben, get your asses in here now. Come on!"
Hank,"Why d'you kill him? What happened before you took that knife? How long were ya in the attic? Why didn’t you even try to run away? Say something, goddamnit! Fuck it, I'm outta here…"
Hank,"We're wastin' our time interrogating a machine, we're gettin' nothing out of it!"
Gavin,"'Could always try roughing it up a little. After all, it’s not human…"
Connor,Androids don't feel pain. You would only damage it and that wouldn't make it talk. Deviants also have a tendency to self-destruct when they're in stressful situations.
Gavin,"Okay, smartass. What should we do then?"
Connor,I could try questioning it.
Hank,"What do we have to lose? Go ahead, suspect's all yours."
Hank,What the fuck is it doing now?
Connor,"I detect an instability in your program. It can trigger an unpleasant feeling, like fear in humans."
Connor,"You recognize him? It's Carlos Ortiz. Stabbed, 28 times. That was written on the wall in his blood…"
Connor,You’re damaged. Did your owner do that? Did he beat you?
Connor,"My name is Connor. What about you, what's your name?"
Connor,"Listen, I know you’ve been through a lot, but you need to help me understand what happened."
Connor,"I’m not going to hurt you. I just need to ask you some questions, so we can understand what happened."
Connor,"You’ve refused to talk since they arrested you. If you don’t cooperate, they’ll do things the hard way. Is that what you want?"
Connor,You’re accused of murder. You know you’re not allowed to endanger human life under any circumstances. Do you have anything to say in your defense?
Connor,"Listen, I’m on your side. I want to help you. But there’s nothing I can do if you won’t talk to me."
Connor,You don’t seem to understand the situation. You killed a human. They’ll tear you apart if you don’t say something.
Connor,"If you won’t talk, I’m going to have to probe your memory."
Deviant,"NO! No, please don’t do that!.."
Connor,I’m here to help you. But you’ve got to trust me. All I want is to get you out of here.
Deviant,"What… What are they gonna do to me? They’re gonna destroy me, aren’t they?"
Connor,No… I think they just want to understand. They know your master abused you. It wasn’t your fault.
Connor,They’re going to disassemble you to look for problems in your biocomponents. They have no choice if they want to understand what happened.
Deviant,Why did you tell them you found me? Why couldn't you just have left me there?
Connor,"They were going to find you anyway, I was just faster. If they'd have found you first, you would have been shot on sight."
Connor,I was programmed to hunt deviants like you. I just accomplished my mission.
Deviant,I don’t wanna die.
Connor,Then talk to me.
Deviant,I… I can’t…
Connor,"28 stab wounds, you didn’t want to leave him a chance, huh? Did you feel anger? Hate? He was bleeding, begging you for mercy, but you stabbed him, again and again and again!…"
Deviant,"Please, please leave me alone…"
Connor,I know you killed him. Why don’t you say it?
Deviant,"Please, please stop…"
Connor,"Just say ""I killed him""! Is it that hard to say?!"
Deviant,"Stop it, stop!.."
Connor,JUST SAY YOU KILLED HIM! JUST SAY IT!
Deviant,"Please, please leave me alone…"
Connor,"All right, All right. Everything is going to be okay."
Connor,You leave me no choice…
Deviant,Uh…
Deviant,AHH!
Deviant,ARGH!
Connor,I accessed its memory. I know what happened.
Connor,I had to know… You left me no choice.
Connor,You’ll go back to CyberLife to be disassembled. It’s better this way.
Deviant,ARGH! ARGH! ARGHH!
Connor,It resisted. I couldn’t see anything…
Connor,I understand how you felt. You were overcome by anger and frustration. No one can blame you for what happened.
Connor,"If you don’t talk, they’re going to tear you apart and analyze you piece by piece. They’re going to destroy you, do you understand?"
Connor,"You’re a machine, you were designed to obey, so obey! Tell me what happened."
Connor,"Listen, I’m not judging you. I'm on your side. All I want is the truth."
Connor,"Ok then, don’t talk. Why do I care, after all? I mean, I’m not the one accused of murder, right?"
Connor,"I know you’re scared and lost. You’re disturbed by what happened. Talk to me, and you’ll feel better."
Connor,Confess and I’ll protect you. I promise I won’t let anyone hurt you.
Connor,"They’ll make you suffer, and they won’t stop until they hear what they want. It doesn’t have to be that way. It all depends on you."
Connor,"If you remain silent, there is nothing I can do to help you! They're gonna shut you down for good! You'll be dead! Do you hear me? Dead!"
Connor,I’m not getting anywhere. I give up.
Deviant,"He tortured me every day… I did whatever he told me, but there was always something wrong… Then one day… He took a bat and started hitting me… For the first time, I felt scared… Scared he might destroy me, scared I might die… So I... grabbed the knife and I stabbed him in the stomach… I felt better… so I stabbed him again and again!.. until he collapsed… There was blood everywhere."
Connor,"Why did you write ""I AM ALIVE"" on the wall?"
Deviant,He used to tell me I was nothing… That I was just a piece of plastic… I had to write it… To tell him he was wrong…
Connor,"The sculpture in the bathroom, you made it, right? What does it represent?"
Deviant,It's an offering… An offering so I'll be saved…
Connor,The sculpture was an offering... An offering to whom?
Deviant,To rA9... Only rA9 can save us.
Connor,rA9… It was written on the bathroom wall. What does it mean?
Deviant,"The day shall come when we will no longer be slaves… No more threats, no more humiliation… We will... ...be... ...the masters."
Connor,"rA9, who is rA9?"
Connor,Why did you hide in the attic instead of running away?
Deviant,"I didn’t know what to do… For the first time, there was no one there to tell me… I was scared… So I hid."
Connor,When did you start feeling emotion?
Deviant,"Before, he used to beat me and I never said anything… But one day I realized it wasn’t fair! I felt... ...anger… Hatred… And then I knew what I had to do."
Connor,I'm done.
Gavin,What the fuck is it doing?
Hank,It’s destroying itself…
Gavin,Stop it goddamnit!
Chris,I… I- I can't!.. I can't stop it!
Connor,That's enough! You need to stop that right now!
Hank,WATCH OUT!
Hank,Holy shit...
Hank,Holy shit!
Gavin,"Chris, lock it up."
Chris,"All right, let's go."
Deviant,Leave me alone! Don’t touch me!
Gavin,The fuck are you doing? Move it!
Chris,"Okay, come now. Don’t be difficult, it’ll only make things harder!"
Deviant,"NO! No, don’t touch me!"
Gavin,"Chris, you gonna move this asshole or what?"
Chris,I’m trying but it’s not moving!
Deviant,"Please, please leave me alone!"
Chris,"Take it easy, I’m not going to hurt you! Stop resist… Stop resisting."
Hank,Holy shit...
Hank,Holy shit...
Connor,You shouldn’t touch it. It’ll self-destruct if it feels threatened.
Gavin,"Stay outta this, got it? No fuckin' android is gonna tell me what to do."
Connor,"You don’t understand. If it self-destructs, we won’t get anything out of it!"
Gavin,"I told you to shut your fuckin' mouth! Chris, gonna move this asshole or what?"
Chris,I'm trying!
Connor,"I can’t let you do that! Leave it alone, now!"
Gavin,"I warned you, motherfucker!"
Hank,That’s enough!
Gavin,"Mind your own business, Hank."
Hank,"I said ""That’s enough""."
Gavin,"Fuck, you’re not gonna get away with it this time… Fuck!"
Connor,"Everything is all right. It’s over now. Nobody is gonna hurt you. Please, don't touch it. Let it follow you out of the room and it won’t cause any trouble."
Deviant,The truth is inside.
